	Description	Secretion	SignalP	RNA binding domain	Diff exp	S4TE;promotor_motif	S4TE;homology	S4TE;Eukaryotic_domains	S4TE;Prokaryotic_domains	S4TE;Nuclear_localization_signal	S4TE;Prenylation	S4TE;Coiled_coils	S4TE;C_basicity	S4TE;C_charge	S4TE;C_hidrofilnost	S4TE;hidrofilnost	S4TE;E-block	S4TE Score	CatRapid mean	CatRapid max	CatRapid max (STAR, all)	CatRapid mean (STAR, all)	CatRapid max (Z-score, all)	CatRapid mean (Z-score, all)	CatRapid count Z-score > 2 (all)
CP003496.1_prot_D7S_01284_1171	aspartate ammonia-lyase	1.0	0.102	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.19275679864731576	3.31	0.23	0.10077908055992273	6.22	-0.21455334987593053	7260
CP003496.1_prot_D7S_01285_1172	ADP-heptose--lipooligosaccharide heptosyltransferase III	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.6866147668028746	4.65	0.53	0.23951840206087927	7.3	0.6202806243251946	40399
CP003496.1_prot_D7S_01286_1173	mannose-specific PTS system protein IID	0.0	0.158	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12007820205720726	4.94	0.27	0.12282404864281248	6.55	0.10820468622734074	16612
CP003496.1_prot_D7S_01287_1174	PTS system mannose/fructose/sorbose family IIC subunit	0.0	0.156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.09240101451317458	5.31	0.1	0.0449726289470195	6.93	-0.08777801981323281	9985
CP003496.1_prot_D7S_01288_1175	PTS system mannose-specific EIIAB component	1.0	0.208	0.5	-2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.3543602930815837	4.93	0.66	0.5746403879302181	5.8	0.3021795503191711	26566
CP003496.1_prot_D7S_01289_1176	inner membrane transport protein YieO	0.0	0.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.16490277582076934	3.89	0.08	0.03275254295076999	6.51	-0.18180478472524766	8980
CP003496.1_prot_D7S_01290_1177	putative GOP-mannose phosphorylase	0.0	0.157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.41663237987882207	3.72	0.5	0.21907165722728394	5.5	-0.4250667702157483	3919
CP003496.1_prot_D7S_01291_1178	putative ABC-transporter	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.33021206143440895	4.04	0.06	0.026777413672267165	6.32	0.2892693160078041	24619
CP003496.1_prot_D7S_01293_1179	putative ABC-transporter	0.0	0.085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.048941101874031286	3.24	0.18	0.0876661678631637	5.23	-0.0715058814615574	10140
CP003496.1_prot_D7S_01295_1181	NAD-dependent epimerase/dehydratase	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.026483725517824432	3.64	0.07	0.03382730665050291	5.27	0.0030228439376432563	11801
CP003496.1_prot_D7S_01296_1182	putative acetyltransferase	0.0	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	-0.26003240805974354	4.47	0.05	0.020808819351050327	7.64	-0.24743289830091109	7557
CP003496.1_prot_D7S_01297_1183	putative GDP-mannose dehydratase	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.5439305340284627	4.63	0.25	0.1077591726175819	6.52	0.4778732975962723	34114
CP003496.1_prot_D7S_01298_1184	putative glycosylltransferase	0.0	0.197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.02230590390305763	3.83	0.19	0.0818220218589586	6.54	-0.033967003201181976	13672
CP003496.1_prot_D7S_01299_1185	putative glycosylltransferase	0.0	0.147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.2563202761730309	3.82	0.27	0.12107798382361301	6.57	0.2217972079631769	23505
CP003496.1_prot_D7S_01300_1186	putative glycosylltransferase	0.0	0.177	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.19332323516979003	2.85	0.4	0.17393735911958022	5.23	-0.2128287841191067	4926
CP003496.1_prot_D7S_01302_1187	AraC family transcriptional regulator	0.0	0.182	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	-0.09223897421445681	3.82	1.5	0.9037135605099161	7.99	-0.10219858693387382	12355
CP003496.1_prot_D7S_01303_1188	Na+/H+ antiporter NhaC	0.0	0.145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	-0.3050683387346766	2.93	0.16	0.07027683594415926	4.74	-0.329107552137594	3769
CP003496.1_prot_D7S_01304_1189	aminotransferase	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	-0.010392419332112159	3.28	0.11	0.046851571231034436	6.4	-0.023251188604549847	12744
CP003496.1_prot_D7S_01305_1190	monosaccharide-transporting ATPase	0.0	0.123	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.476705650274764	4.19	0.31	0.13212755478946075	7.79	0.4392247078211126	32971
CP003496.1_prot_D7S_01306_1191	putative xylose ABC superfamily ATP binding cassette transporter, ABC protein	0.0	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.08509229251796534	5.06	0.37	0.17572348606822877	7.33	0.03503201181974883	17731
CP003496.1_prot_D7S_01307_1192	D-xylose transporter subunit XylF	0.0	0.817	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.13516344934479357	4.39	1.5	0.9541979997348135	5.68	0.09941109616805256	17439
CP003496.1_prot_D7S_01308_1193	xylose isomerase	0.0	0.117	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	-0.6502726504156687	3.27	0.64	0.3033833083931582	4.74	-0.6507867520315194	2290
CP003496.1_prot_D7S_01310_1194	xylulose kinase	0.0	0.101	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	-0.551924756939552	2.62	2.0	1.4650420510294926	4.04	-0.5576955278161878	1620
CP003496.1_prot_D7S_01312_1195	Rhs element Vgr protein	0.0	0.155	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.46929477243905876	4.31	0.67	0.5832331937946318	6.08	0.4190833064989675	31383
CP003496.1_prot_D7S_01313_1196	DNA transformation protein TfoX	0.0	0.117	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.3889601239960546	3.86	0.2	0.09591252628189345	6.79	0.35502604511961805	27377
CP003496.1_prot_D7S_01314_1197	alternative sigma factor RpoH	0.0	0.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0	0.1308841764125687	4.77	0.12	0.053676718504347194	7.19	0.11435682760972098	18719
CP003496.1_prot_D7S_01316_1198	RNA polymerase factor sigma-32	0.0	0.115	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.34571368183739604	4.07	0.1	0.04453980641372911	5.92	0.31158714223476597	25200
CP003496.1_prot_D7S_01317_1199	UDP-N-acetylenolpyruvoylglucosamine reductase	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.37167253769198255	4.44	0.21	0.09051938703994851	5.97	0.31794783399314297	26873
CP003496.1_prot_D7S_01318_1200	nitrate/nitrite sensor protein NarQ	0.0	0.132	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	5.0	0.007737072002254473	6.07	0.54	0.3041460989146289	6.07	-0.04813971549258424	15683
CP003496.1_prot_D7S_01319_1201	hypothetical protein	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.1829139072847682	3.295	0.07	0.03308667815808914	4.63	0.14543301195234218	15704
CP003496.1_prot_D7S_01320_1202	NapD protein	0.0	0.104	0.0	-2.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6807749753416937	5.415	0.26	0.12491097304566894	7.46	0.6253942757562557	40412
CP003496.1_prot_D7S_01323_1204	quinol dehydrogenase periplasmic component	0.0	0.248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.26926236437931517	5.17	0.06	0.030024245638626344	6.89	0.24520665618547913	23508
CP003496.1_prot_D7S_01324_1205	ferredoxin-type protein NapH	0.0	0.082	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	-0.3116225165562914	4.17	0.14	0.05906720587956738	5.5	-0.3040804652131911	3713
CP003496.1_prot_D7S_01325_1206	periplasmiC nitrate reductase, diheme cytochrome c subunit	0.0	0.838	0.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.25994222911089193	3.46	0.57	0.5298720474305307	5.52	0.23065415869528155	20574
CP003496.1_prot_D7S_01326_1207	cytochrome c-type protein TorC	0.0	0.167	0.5	-2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.2872340425531915	2.3	0.7	0.587006326596329	3.84	-0.29322770064213055	1395
CP003496.1_prot_D7S_01327_1208	bifunctional glutathionylspermidine synthetase/amidase	0.0	0.166	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	-0.052357334084824576	8.17	0.54	0.28813744246396306	8.17	-0.11350207413861686	15695
CP003496.1_prot_D7S_01328_1209	lipopolysaccharide heptosyltransferase II	0.0	0.149	0.0	-2.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.5765865858813582	4.5	0.28	0.127708408311708	7.18	0.5169297065898888	36214
CP003496.1_prot_D7S_01329_1210	filamentation induced by cAMP protein Fic	0.0	0.118	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	5.0	-0.12385162744821757	3.05	0.25	0.11282726876669256	5.38	-0.1333993143030326	7460
CP003496.1_prot_D7S_01330_1211	ADP-glyceromanno-heptose 6-epimerase	0.0	0.144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.1776180076088488	4.08	0.18	0.07982327202470026	6.06	0.15543206485708336	18975
CP003496.1_prot_D7S_01331_1212	shikimate kinase	1.0	0.544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.08342891362547555	5.85	0.15	0.06755043282253333	8.13	-0.0732080010607467	12145
CP003496.1_prot_D7S_01332_1213	NAD nucleotidase	1.0	0.676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	4.0	0.30334577990700295	6.92	0.76	0.37602939783683453	6.96	0.24004129335328547	25227
CP003496.1_prot_D7S_01333_1214	hypothetical protein	0.0	0.139	0.0	3.31	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	-0.2712808228829083	3.81	0.62	0.28075379311651166	6.89	-0.2689206902430246	7102
CP003496.1_prot_D7S_01335_1216	hypothetical protein	0.0	0.129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.2803395801042694	4.98	0.07	0.029881707802170747	6.49	0.25684768814047315	22647
CP003496.1_prot_D7S_01336_1217	FHA domain protein	0.0	0.158	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	3.0	-0.4755917993518388	3.9	0.27	0.11521982080957704	5.67	-0.4788491845509822	3321
CP003496.1_prot_D7S_01337_1218	beta-ketoacyl-ACP synthase IV	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.16152740594617446	3.69	0.35	0.17603318621786979	6.03	-0.16767175572519086	8518
CP003496.1_prot_D7S_01338_1219	short chain dehydrogenase	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.3811025785543187	2.5	0.33	0.14770395696399144	4.02	-0.38142509423597826	1657
CP003496.1_prot_D7S_01339_1220	thioester dehydrase family protein	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.08958503593067493	4.56	0.11	0.04264106983880439	6.65	0.07742096490064973	14248
CP003496.1_prot_D7S_01340_1221	beta-ketoacyl synthase	0.0	0.181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1920832746230802	3.72	0.19	0.091283124656678	5.92	0.16126588752296706	20239
CP003496.1_prot_D7S_01341_1222	lipoprotein, putative	0.0	0.552	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.0696181485134564	4.61	0.09	0.037041274411380304	6.69	0.06365938666111037	12995
CP003496.1_prot_D7S_01343_1224	outer membrane lipoprotein carrier protein LolA	0.0	0.867	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.00647245314921798	3.76	0.13	0.06154490178622167	5.74	-0.001145132877464814	10244
CP003496.1_prot_D7S_01344_1225	conserved thioesterase	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.5182238974214457	4.87	0.13	0.05737133710908644	7.06	0.4767338472903605	33777
CP003496.1_prot_D7S_01345_1226	glycosyll transferase, family 2	0.0	0.121	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014635057066366067	3.77	0.26	0.12471208304131232	5.06	-0.023637319341579376	11754
CP003496.1_prot_D7S_01346_1227	glycosyll transferase, group 2 family protein	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	-0.38849372974496266	2.5	0.26	0.11876470365389354	4.34	-0.38738829011421977	1782
CP003496.1_prot_D7S_01347_1228	AMP-binding enzyme family protein	0.0	0.094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.48774623080174717	2.71	0.33	0.1482204080086375	4.85	-0.48419222245373444	2470
CP003496.1_prot_D7S_01348_1229	integral membrane protein	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.24121107510215584	3.63	0.07	0.034225465497319724	6.16	0.21455022446157637	19576
CP003496.1_prot_D7S_01349_1230	AMP-binding enzyme	0.0	0.108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.23806537973791744	6.91	0.65	0.366893527551001	6.91	0.16480376186236806	23598
CP003496.1_prot_D7S_01350_1231	acyl carrier protein	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.6556115259969001	5.109999999999999	0.17	0.07923730418805523	7.53	0.5983838766503136	39598
CP003496.1_prot_D7S_01351_1232	acyl carrier protein	0.0	0.089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.8090460758066788	5.705	0.29	0.13734065122269998	8.16	0.7436805068853826	44789
CP003496.1_prot_D7S_01352_1233	1-acyl-sn-glycerol-3-phosphate acyltransferase	0.0	0.103	0.0	3.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.2904861208961533	5.24	0.34	0.14281637717121587	6.78	-0.27479940522417745	5847
CP003496.1_prot_D7S_01353_1234	hypothetical protein	0.0	0.127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	-0.2581372410877836	3.19	0.11	0.04681150910158544	5.96	-0.2564526547080106	5486
CP003496.1_prot_D7S_01354_1235	lipoprotein, putative	0.0	0.182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.3945984218683951	4.215	0.14	0.07135339912488398	5.66	0.34913407080484155	27329
CP003496.1_prot_D7S_01355_1236	excinuclease ATPase subunit	1.0	0.62	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	0.3323812878681133	4.38	0.2	0.0866283408785256	6.67	0.30373363892940347	24418
CP003496.1_prot_D7S_01356_1237	HAD-superfamily hydrolase, subfamily IA, variant 1	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	-0.1707637029730872	3.56	0.09	0.04028649631579945	5.73	-0.1754180478472525	5917
CP003496.1_prot_D7S_01357_1238	site-specific tyrosine recombinase XerC	0.0	0.147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	-0.1839664647033958	3.39	0.4	0.1831923739889758	4.87	-0.1922892239501449	4726
CP003496.1_prot_D7S_01358_1239	diaminopimelate epimerase	0.0	0.113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.12681062420741157	4.27	0.14	0.06740154944784348	5.78	0.10545365862898491	15469
CP003496.1_prot_D7S_01359_1240	phosphoribosylglycinamide formyltransferase	0.0	0.147	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.1278272509511061	3.05	0.09	0.038331312863447806	4.62	0.0981149015968026	12927
CP003496.1_prot_D7S_01360_1241	phosphoribosylformylglycinamidine cyclo-ligase	1.0	0.106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.4586001127236861	4.74	0.16	0.08277082188926564	5.82	0.39258727482810213	30746
CP003496.1_prot_D7S_01361_1242	lipoprotein, putative	0.0	0.698	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.2115337466535156	4.23	0.09	0.04131513647642679	6.71	0.19380201920709186	18346
CP003496.1_prot_D7S_01363_1244	competence protein comEA	0.0	0.863	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3.0	0.1690256446385797	4.8	2.0	1.4767369727047144	7.09	0.15798391832250488	17572
CP003496.1_prot_D7S_01364_1245	aspartate-semialdehyde dehydrogenase	1.0	0.168	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.29950331125827817	2.91	0.43	0.19259002140435283	5.28	-0.3013845585588999	3125
CP003496.1_prot_D7S_01365_1246	Cof protein	0.0	0.111	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.047827955474144	5.05	0.19	0.08572234955391815	6.73	-0.04925283655030023	10211
CP003496.1_prot_D7S_01366_1247	protein GntX	0.0	0.196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	-0.412055798224602	2.02	0.37	0.16070539654878485	4.08	-0.40745932225863285	959
CP003496.1_prot_D7S_01367_1248	IscR-regulated protein YhgI	0.0	0.119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.33092433422572914	3.73	0.07	0.03164633568844355	6.37	0.29425255242172255	23758
CP003496.1_prot_D7S_01369_1250	branched-chain amino acid transport system II carrier protein	0.0	0.105	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	-0.45125123291531627	3.43	0.14	0.057432993010437014	5.74	-0.4637514443202697	2771
CP003496.1_prot_D7S_01370_1251	CTP synthase	0.0	0.408	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0836064534310272	6.44	0.89	0.49344771087075934	6.44	0.01687297558388422	17480
CP003496.1_prot_D7S_01371_1252	glycyl-tRNA synthetase beta subunit	0.0	0.203	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.7311223051993799	12.96	1.0	0.5296212566059894	12.96	0.6147680563711098	42799
CP003496.1_prot_D7S_01372_1253	ATPase family protein	0.0	0.182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	4.0	0.23209454699168658	9.0	0.36	0.18594993654461764	9.4	0.15672797529975568	24717
CP003496.1_prot_D7S_01374_1255	putative cytosolic protein	0.0	0.098	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.34481471044103135	4.0	0.06	0.026181880173507862	6.22	0.312535184588866	25356
CP003496.1_prot_D7S_01375_1256	putative cytosolic protein	0.0	0.119	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	3.0	0.45022544737212905	4.449999999999999	0.08	0.034715019036614704	6.5	0.4118714602314701	30642
CP003496.1_prot_D7S_01376_1257	glycyl-tRNA synthetase subunit beta	0.0	0.109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5432760321262505	4.915	0.12	0.057706040573560914	6.69	0.489523516375277	35062
CP003496.1_prot_D7S_01377_1258	glycyl-tRNA synthetase subunit alpha	0.0	0.215	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	-0.00544525855995491	3.31	0.1	0.049817305324569565	4.66	-0.032188168886026554	10031
CP003496.1_prot_D7S_01378_1259	ferredoxin	0.0	0.301	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.06122093842468649	2.615	0.06	0.024616331710643462	4.61	0.03891065103328093	9557
CP003496.1_prot_D7S_01379_1260	Twin-arginine leader-binding protein DmsD	0.0	0.229	0.0	4.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	-0.08796886008172466	3.32	0.03	0.01561892675165268	4.8	-0.09454823556153279	6945
CP003496.1_prot_D7S_01380_1261	anaerobic dimethyl sulfoxide reductase chain C	0.0	0.226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.19421234324362405	5.4	0.04	0.01907194135586157	7.49	0.18175203151933023	21110
CP003496.1_prot_D7S_01381_1262	anaerobic dimethyl sulfoxide reductase chain B	0.0	0.142	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	-0.21068197830069044	2.82	0.09	0.045341996097967546	4.61	-0.21306688386717934	3077
CP003496.1_prot_D7S_01382_1263	anaerobic dimethyl sulfoxide reductase chain A precursor	0.0	0.128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	4.0	0.13612371424545583	10.76	1.0	0.5571384463849374	10.76	0.04229642187411206	25655
CP003496.1_prot_D7S_01384_1265	DNA polymerase I	1.0	0.201	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3566802874453995	3.945	2.0	1.479919118064895	6.8	0.32351296573409355	26421
CP003496.1_prot_D7S_01385_1266	outer membrane protein 18/16	1.0	0.899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.3266943779061575	4.33	0.28	0.13419534786808857	6.68	0.30184920349288735	24716
CP003496.1_prot_D7S_01386_1267	aspartate-semialdehyde dehydrogenase	0.0	0.346	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.21786952233338033	3.19	0.05	0.020799632527039574	5.5	0.19139961737351538	18323
CP003496.1_prot_D7S_01387_1268	ATP-dependent DNA helicase Rep	0.0	0.199	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	4.0	-0.13425250105678455	7.34	0.96	0.47686691417422766	10.31	-0.19322760593260468	18309
CP003496.1_prot_D7S_01391_1269	S-ribosylhomocysteinase	0.0	0.104	0.5	2.52	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.5682196702832182	4.99	1.5	0.9475098971454549	6.87	0.5165713257439434	35538
CP003496.1_prot_D7S_01392_1270	phosphatase YqaB	0.0	0.097	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	0.06204311680991968	3.75	0.11	0.05232710776049857	5.87	0.047508665921618405	11468
CP003496.1_prot_D7S_01393_1271	WbbJ protein	0.0	0.116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	2.0	0.07514513174580809	3.68	0.13	0.05898802871592826	5.62	0.06045413217661433	12298
CP003496.1_prot_D7S_01394_1272	glucose-inhibited division protein B	0.0	0.119	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.1088826264618853	4.35	0.06	0.024483170117250402	6.44	0.09996694637546645	14321
