	Description	Secretion_orignial	Orignial_rank	Secretion 0.01	Rank 0.01	Secretion 0.025	Rank 0.025	Secretion 0.05	Rank 0.05	Secretion 0.1	Rank 0.1	Secretion 0.125	Rank 0.125	Secretion 0.15	Rank 0.15
CP003496.1_prot_D7S_01171_1064	inner membrane protein YjjP	False	583.0	False	1635.0	False	1643.0	False	1643.0	False	1627.0	False	1633.0	False	1752.0
CP003496.1_prot_D7S_01173_1065	glutamate 5-kinase	False	30.0	False	1662.0	False	1557.0	False	1475.0	False	1647.0	False	1357.0	False	1146.0
CP003496.1_prot_D7S_01174_1066	peptidyl-prolyl cis-trans isomerase	False	1506.0	False	671.0	False	777.0	False	802.0	False	714.0	False	584.0	False	586.0
CP003496.1_prot_D7S_01175_1067	phosphatidylserine decarboxylase	False	1359.0	False	1069.0	False	1021.0	False	1141.0	False	1026.0	False	903.0	False	1193.0
CP003496.1_prot_D7S_01176_1068	adenosylmethionine-8-amino-7-oxononanoate transaminase	False	414.0	False	1846.0	False	1954.0	False	1933.0	False	1928.0	False	1882.0	False	1885.0
CP003496.1_prot_D7S_01177_1069	8-amino-7-oxononanoate synthase	False	1140.0	False	1521.0	False	1477.0	False	1355.0	False	1404.0	False	1300.0	False	1279.0
CP003496.1_prot_D7S_01178_1070	dithiobiotin synthetase	False	881.0	False	1465.0	False	1595.0	False	1598.0	False	1683.0	False	1522.0	False	1618.0
CP003496.1_prot_D7S_01179_1071	biotin biosynthesis protein BioC	False	681.0	False	1934.0	False	1915.0	False	1729.0	False	1856.0	False	1599.0	False	1712.0
CP003496.1_prot_D7S_01180_1072	dethiobiotin synthase	False	615.0	False	1728.0	False	1832.0	False	1804.0	False	1763.0	False	1767.0	False	1737.0
CP003496.1_prot_D7S_01181_1073	putative metal/nucleic acid-binding protein	False	1264.0	False	977.0	False	971.0	False	911.0	False	868.0	False	1112.0	False	1012.0
CP003496.1_prot_D7S_01182_1074	50S ribosomal protein L32	False	163.0	False	1024.0	False	1055.0	False	1065.0	False	1069.0	False	1034.0	False	1072.0
CP003496.1_prot_D7S_01183_1075	fatty acid/phospholipid synthesis protein PlsX	False	1145.0	False	1149.0	False	1149.0	False	1267.0	False	1240.0	False	1325.0	True	1127.0
CP003496.1_prot_D7S_01184_1076	Beta-ketoacyl-ACP synthase III	False	617.0	False	1776.0	False	1787.0	False	1830.0	False	1722.0	False	1602.0	False	1728.0
CP003496.1_prot_D7S_01185_1077	malonyl CoA-acyl carrier protein transacylase	True	1689.0	False	561.0	False	555.0	False	614.0	True	543.0	True	969.0	True	696.0
CP003496.1_prot_D7S_01186_1078	3-ketoacyl-acyl carrier protein reductase	True	425.0	False	1913.0	True	1920.0	True	1983.0	True	1982.0	True	1959.0	True	1930.0
CP003496.1_prot_D7S_01187_1079	acyl carrier protein	False	350.0	False	202.0	False	258.0	False	109.0	False	71.0	False	61.0	False	335.0
CP003496.1_prot_D7S_01189_1081	transporter protein	False	384.0	True	1795.0	False	1869.0	False	1841.0	False	1847.0	False	1700.0	False	1988.0
CP003496.1_prot_D7S_01190_1082	transcription termination factor Rho	False	12.0	True	1310.0	False	1232.0	False	1148.0	False	971.0	False	970.0	False	891.0
CP003496.1_prot_D7S_01191_1083	ATP-dependent RNA helicase RhlB	False	10.0	False	1348.0	False	1191.0	False	1102.0	False	929.0	False	1074.0	False	462.0
CP003496.1_prot_D7S_01192_1084	iojap-related protein	False	1925.0	False	229.0	False	261.0	False	288.0	False	391.0	False	318.0	False	341.0
CP003496.1_prot_D7S_01193_1085	SPOUT methyltransferase superfamily protein	False	1611.0	False	559.0	False	569.0	False	539.0	False	671.0	False	589.0	False	717.0
CP003496.1_prot_D7S_01194_1086	penicillin-binding protein 2	False	1107.0	False	1084.0	False	1103.0	False	982.0	False	921.0	False	1222.0	False	921.0
CP003496.1_prot_D7S_01195_1087	rod shape-determining protein RodA	False	777.0	False	1707.0	False	1517.0	False	1484.0	False	1487.0	False	1706.0	False	1486.0
CP003496.1_prot_D7S_01196_1088	lipoprotein	True	135.0	False	1624.0	False	1637.0	False	1622.0	True	1612.0	False	1675.0	False	1397.0
CP003496.1_prot_D7S_01197_1089	DacC protein	True	1062.0	False	1391.0	False	1340.0	False	1350.0	True	1200.0	False	1152.0	False	1427.0
CP003496.1_prot_D7S_01198_1090	protein YbeD	False	1990.0	False	135.0	False	129.0	False	110.0	False	170.0	False	117.0	False	74.0
CP003496.1_prot_D7S_01199_1091	lipoyltransferase	False	1069.0	False	1235.0	False	1320.0	False	1282.0	False	1298.0	False	1268.0	False	1117.0
CP003496.1_prot_D7S_01200_1092	lipoic acid synthetase	False	680.0	False	1693.0	False	1605.0	False	1630.0	False	1570.0	False	1594.0	True	1741.0
CP003496.1_prot_D7S_01201_1093	hypothetical protein	False	1256.0	False	904.0	False	937.0	False	930.0	False	934.0	False	916.0	False	870.0
CP003496.1_prot_D7S_01203_1095	patatin	False	487.0	False	1611.0	False	1828.0	False	1922.0	False	1648.0	False	1702.0	False	1713.0
CP003496.1_prot_D7S_01204_1096	gamma-glutamylputrescine oxidoreductase	False	510.0	False	1997.0	False	1996.0	False	1940.0	False	1957.0	True	1958.0	False	1999.0
CP003496.1_prot_D7S_01205_1097	L-cystine-binding protein TcyA	True	566.0	True	1900.0	True	1903.0	True	1896.0	True	1917.0	True	1742.0	True	1740.0
CP003496.1_prot_D7S_01206_1098	glutamine-binding periplasmic protein/glutamine transport system permease protein	False	642.0	False	1701.0	False	1930.0	False	1661.0	False	1886.0	False	1899.0	False	1923.0
CP003496.1_prot_D7S_01207_1099	L-cystine import ATP-binding protein TcyN	False	704.0	False	1543.0	False	1735.0	False	1578.0	False	1684.0	False	1765.0	False	1659.0
CP003496.1_prot_D7S_01208_1100	sulfur relay protein TusB/DsrH	False	1940.0	False	205.0	False	216.0	False	240.0	False	225.0	False	236.0	False	118.0
CP003496.1_prot_D7S_01209_1101	sulfur relay protein TusC/DsrF	False	1599.0	False	590.0	False	648.0	False	761.0	False	738.0	False	655.0	False	765.0
CP003496.1_prot_D7S_01210_1102	sulfur relay protein TusD/DsrE	False	1536.0	False	651.0	False	776.0	False	794.0	False	856.0	False	905.0	False	822.0
CP003496.1_prot_D7S_01211_1103	DNA-binding protein	False	112.0	False	1867.0	False	1820.0	False	1793.0	False	1884.0	False	1705.0	False	1735.0
CP003496.1_prot_D7S_01212_1104	macrophage infectivity protein	True	755.0	False	1419.0	True	1431.0	True	1374.0	True	1709.0	True	1536.0	True	1396.0
CP003496.1_prot_D7S_01213_1105	slyX like protein	False	272.0	False	414.0	False	426.0	False	390.0	False	493.0	False	472.0	False	367.0
CP003496.1_prot_D7S_01214_1106	peroxiredoxin like protein	True	469.0	True	1593.0	True	1646.0	True	1501.0	True	1574.0	True	1543.0	True	1674.0
CP003496.1_prot_D7S_01215_1107	DNA-binding transcriptional regulator OxyR	False	1173.0	False	782.0	False	775.0	False	892.0	False	1022.0	False	1041.0	False	957.0
CP003496.1_prot_D7S_01216_1108	DNA-binding transcriptional repressor FabR	False	772.0	False	1446.0	False	1324.0	False	1385.0	False	1380.0	False	1568.0	False	1631.0
CP003496.1_prot_D7S_01217_1109	shikimate 5-dehydrogenase	False	1953.0	False	127.0	False	179.0	False	321.0	False	102.0	False	226.0	False	321.0
CP003496.1_prot_D7S_01218_1110	ABC superfamily ATP binding cassette transporter, ABC protein	False	1742.0	False	418.0	False	462.0	False	347.0	False	197.0	False	205.0	False	445.0
CP003496.1_prot_D7S_01220_1112	anaerobic C4-dicarboxylate membrane transporter	False	503.0	False	1990.0	False	1980.0	False	1985.0	False	1967.0	False	1894.0	False	1912.0
CP003496.1_prot_D7S_01221_1113	PspE protein	False	1883.0	False	395.0	False	518.0	False	526.0	False	513.0	False	484.0	False	687.0
CP003496.1_prot_D7S_01222_1114	preprotein translocase subunit SecB	False	1739.0	False	379.0	False	328.0	True	313.0	False	418.0	False	444.0	False	308.0
CP003496.1_prot_D7S_01223_1115	glycerol-3-phosphate dehydrogenase	False	1666.0	False	837.0	False	876.0	False	856.0	False	951.0	False	929.0	False	847.0
CP003496.1_prot_D7S_01224_1116	serine acetyltransferase	False	1226.0	False	1383.0	False	1117.0	False	1070.0	False	915.0	False	1289.0	False	1005.0
CP003496.1_prot_D7S_01225_1117	lipoprotein, putative	True	1793.0	False	310.0	False	349.0	False	289.0	False	384.0	False	367.0	False	521.0
CP003496.1_prot_D7S_01226_1118	fructose-1,6-bisphosphatase, class II	False	1928.0	False	70.0	False	162.0	False	122.0	False	260.0	False	204.0	False	267.0
CP003496.1_prot_D7S_01227_1119	transcriptional regulator	False	300.0	True	116.0	True	71.0	True	58.0	False	90.0	True	97.0	False	64.0
CP003496.1_prot_D7S_01228_1120	protein MioC	False	1681.0	False	622.0	False	677.0	False	704.0	False	650.0	False	556.0	False	609.0
CP003496.1_prot_D7S_01229_1121	glucose-inhibited division protein A	False	607.0	False	1617.0	False	1717.0	False	1519.0	False	1907.0	False	1880.0	False	1947.0
CP003496.1_prot_D7S_01232_1123	NmrA family protein	False	1402.0	False	1033.0	False	1082.0	False	989.0	True	1308.0	False	1200.0	False	1112.0
CP003496.1_prot_D7S_01233_1124	transcriptional regulator, HxlR family	False	211.0	False	772.0	False	737.0	False	710.0	False	716.0	False	781.0	False	540.0
CP003496.1_prot_D7S_01234_1125	glucose-inhibited division protein B	False	1238.0	False	1058.0	False	1014.0	False	980.0	False	1514.0	False	1479.0	False	1525.0
CP003496.1_prot_D7S_01235_1126	F0F1 ATP synthase subunit I	False	1910.0	False	264.0	False	329.0	False	377.0	False	394.0	False	381.0	False	402.0
CP003496.1_prot_D7S_01236_1127	F0F1 ATP synthase subunit A	False	531.0	False	1947.0	False	1910.0	False	1899.0	False	1796.0	False	1874.0	False	1846.0
CP003496.1_prot_D7S_01237_1128	F0F1 ATP synthase subunit C	False	1923.0	False	238.0	False	253.0	False	329.0	False	266.0	False	281.0	False	304.0
CP003496.1_prot_D7S_01238_1129	ATP synthase F0, B subunit	False	1621.0	True	776.0	True	631.0	True	684.0	False	690.0	False	747.0	False	1017.0
CP003496.1_prot_D7S_01239_1130	ATP synthase F1, delta subunit	False	1655.0	False	649.0	False	624.0	False	549.0	False	537.0	False	536.0	False	496.0
CP003496.1_prot_D7S_01240_1131	F0F1 ATP synthase subunit alpha	True	1968.0	False	57.0	False	92.0	False	56.0	True	159.0	True	196.0	True	21.0
CP003496.1_prot_D7S_01241_1132	F0F1 ATP synthase subunit gamma	False	559.0	False	1850.0	False	1854.0	False	1800.0	False	1725.0	False	1736.0	False	1781.0
CP003496.1_prot_D7S_01242_1133	F0F1 ATP synthase subunit beta	True	424.0	False	1874.0	False	1796.0	False	1747.0	False	1572.0	True	1720.0	True	1468.0
CP003496.1_prot_D7S_01243_1134	ATP synthase F1, epsilon subunit	False	1841.0	False	283.0	False	319.0	False	273.0	False	335.0	False	314.0	False	286.0
CP003496.1_prot_D7S_01244_1135	spermidine/putrescine-binding periplasmic protein 2	True	1770.0	False	522.0	False	495.0	True	470.0	True	470.0	True	587.0	True	512.0
CP003496.1_prot_D7S_01245_1136	N-acetylmuramic acid 6-phosphate etherase	False	1305.0	False	935.0	False	739.0	False	789.0	False	741.0	False	839.0	False	875.0
CP003496.1_prot_D7S_01246_1137	anhydro-N-acetylmuramic acid kinase	False	1197.0	False	1249.0	False	1283.0	False	1265.0	False	1268.0	False	1042.0	False	1201.0
CP003496.1_prot_D7S_01247_1138	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase	False	394.0	False	1781.0	False	1824.0	False	1721.0	False	1782.0	False	1785.0	True	1863.0
CP003496.1_prot_D7S_01248_1139	transporter	True	1688.0	False	374.0	True	394.0	True	534.0	True	692.0	True	378.0	True	692.0
CP003496.1_prot_D7S_01249_1140	deoxyribose operon repressor	False	797.0	False	1493.0	False	1408.0	False	1404.0	False	1529.0	False	1601.0	False	1465.0
CP003496.1_prot_D7S_01250_1141	deoxyribose-phosphate aldolase	False	1198.0	False	799.0	False	984.0	False	983.0	False	872.0	False	959.0	False	952.0
CP003496.1_prot_D7S_01252_1142	hypothetical protein	False	1491.5	False	1001.0	False	903.0	False	917.0	False	941.0	False	852.0	False	867.0
CP003496.1_prot_D7S_01255_1144	paar repeat-containing protein	False	758.0	False	1476.0	False	1520.0	False	1523.0	False	1494.0	False	1571.0	False	1479.0
CP003496.1_prot_D7S_01256_1145	hypothetical protein	False	885.0	False	1258.0	False	1344.0	False	1359.0	False	1326.0	False	1331.0	False	1404.0
CP003496.1_prot_D7S_01257_1146	Rhs element Vgr protein	False	242.0	False	643.0	False	604.0	False	456.0	True	732.0	False	598.0	False	680.0
CP003496.1_prot_D7S_01258_1147	FHA domain protein	False	428.5	False	1779.0	False	1849.0	False	1786.0	False	1891.0	False	1912.0	False	1459.0
CP003496.1_prot_D7S_01260_1149	hypothetical protein	False	835.0	False	1483.0	False	1445.0	False	1424.0	False	1398.0	False	1306.0	False	1311.0
CP003496.1_prot_D7S_01261_1150	hypothetical protein	False	1882.0	False	330.0	False	359.0	False	423.0	False	361.0	False	193.0	False	427.0
CP003496.1_prot_D7S_01265_1154	Rhs element Vgr protein	False	219.0	False	728.0	False	759.0	False	790.0	False	712.0	False	732.0	False	800.0
CP003496.1_prot_D7S_01266_1155	FHA domain protein	False	868.0	False	1204.0	False	1309.0	False	1394.0	False	1130.0	False	1436.0	False	1421.0
CP003496.1_prot_D7S_01268_1157	hypothetical protein	False	1406.0	False	959.0	False	838.0	False	814.0	False	879.0	False	900.0	False	802.0
CP003496.1_prot_D7S_01270_1159	hypothetical protein	False	944.0	False	1436.0	False	1407.0	False	1536.0	False	1599.0	False	1407.0	False	1507.0
CP003496.1_prot_D7S_01272_1161	ABC transporter, permease protein, putative	False	1600.0	False	534.0	False	532.0	False	445.0	False	573.0	False	432.0	False	374.0
CP003496.1_prot_D7S_01273_1162	hypothetical protein	False	1598.0	False	663.0	False	699.0	False	696.0	False	646.0	False	690.0	False	527.0
CP003496.1_prot_D7S_01274_1163	hypothetical protein	False	1430.0	True	427.0	False	566.0	False	503.0	False	518.0	False	339.0	False	489.0
CP003496.1_prot_D7S_01275_1164	hypothetical protein	False	1709.0	True	163.0	False	188.0	False	146.0	False	263.0	False	270.0	False	167.0
CP003496.1_prot_D7S_01277_1166	hypothetical protein	False	182.0	False	1057.0	False	1050.0	False	1018.0	False	960.0	False	986.0	False	989.0
CP003496.1_prot_D7S_01280_1167	bifunctional protein FolD	False	1269.0	False	1201.0	False	1225.0	False	1562.0	False	740.0	False	1228.0	False	1428.0
CP003496.1_prot_D7S_01281_1168	chaperonin GroL	True	1241.0	False	1191.0	False	1150.0	False	1248.0	False	1013.0	True	1368.0	False	1460.0
CP003496.1_prot_D7S_01282_1169	chaperonin GroS	True	1975.0	True	62.0	False	102.0	False	85.0	True	166.0	True	122.0	True	131.0
CP003496.1_prot_D7S_01283_1170	FxsA protein	False	1472.0	False	802.0	False	710.0	False	779.0	False	992.0	False	753.0	False	812.0
CP003496.1_prot_D7S_01284_1171	aspartate ammonia-lyase	True	638.0	False	1859.0	True	1803.0	True	1751.0	True	1638.0	True	1795.0	False	1739.0
CP003496.1_prot_D7S_01285_1172	ADP-heptose--lipooligosaccharide heptosyltransferase III	False	1979.0	False	258.0	False	302.0	True	264.0	False	158.0	False	235.0	False	256.0
CP003496.1_prot_D7S_01286_1173	mannose-specific PTS system protein IID	False	1234.0	False	1063.0	False	1024.0	False	853.0	False	1089.0	False	1238.0	False	1073.0
CP003496.1_prot_D7S_01287_1174	PTS system mannose/fructose/sorbose family IIC subunit	False	780.0	False	1500.0	False	1566.0	False	1686.0	False	1526.0	False	1616.0	False	1670.0
CP003496.1_prot_D7S_01288_1175	PTS system mannose-specific EIIAB component	True	290.0	True	185.0	True	236.0	True	147.0	True	135.0	True	161.0	True	137.0
CP003496.1_prot_D7S_01289_1176	inner membrane transport protein YieO	False	678.0	False	1474.0	False	1791.0	False	1808.0	False	1643.0	False	1744.0	False	1700.0
CP003496.1_prot_D7S_01290_1177	putative GOP-mannose phosphorylase	False	436.0	False	1860.0	False	1858.0	False	1823.0	False	1991.0	False	1781.0	False	1973.0
CP003496.1_prot_D7S_01291_1178	putative ABC-transporter	False	1659.0	False	585.0	False	635.0	False	649.0	False	710.0	False	735.0	False	689.0
CP003496.1_prot_D7S_01293_1179	putative ABC-transporter	False	855.0	False	1632.0	False	1830.0	False	1352.0	False	1332.0	False	1592.0	False	1403.0
CP003496.1_prot_D7S_01295_1181	NAD-dependent epimerase/dehydratase	False	1045.0	False	1276.0	False	1366.0	False	1479.0	False	1485.0	False	1575.0	False	1132.0
CP003496.1_prot_D7S_01296_1182	putative acetyltransferase	False	551.0	False	1815.0	False	1738.0	False	1572.0	False	1654.0	False	1730.0	False	1854.0
CP003496.1_prot_D7S_01297_1183	putative GDP-mannose dehydratase	False	1915.0	False	287.0	True	421.0	False	531.0	False	118.0	True	592.0	False	441.0
CP003496.1_prot_D7S_01298_1184	putative glycosylltransferase	False	909.0	False	1641.0	False	1701.0	False	1699.0	False	1432.0	False	1603.0	False	1608.0
CP003496.1_prot_D7S_01299_1185	putative glycosylltransferase	False	1518.0	False	856.0	False	962.0	False	1015.0	False	972.0	False	837.0	False	1031.0
CP003496.1_prot_D7S_01300_1186	putative glycosylltransferase	False	637.0	False	1805.0	False	1804.0	False	1518.0	False	1732.0	False	1708.0	False	1562.0
CP003496.1_prot_D7S_01302_1187	AraC family transcriptional regulator	False	142.0	False	1153.0	False	1331.0	False	1365.0	False	1196.0	False	1048.0	False	683.0
CP003496.1_prot_D7S_01303_1188	Na+/H+ antiporter NhaC	False	512.0	False	1920.0	False	1901.0	False	1916.0	False	1964.0	True	1972.0	False	1919.0
CP003496.1_prot_D7S_01304_1189	aminotransferase	False	943.0	False	1786.0	False	1483.0	False	1483.0	False	1498.0	False	1252.0	True	1438.0
CP003496.1_prot_D7S_01305_1190	monosaccharide-transporting ATPase	False	1857.0	False	435.0	False	474.0	False	572.0	False	379.0	False	476.0	False	632.0
CP003496.1_prot_D7S_01306_1191	putative xylose ABC superfamily ATP binding cassette transporter, ABC protein	False	1152.0	False	1097.0	False	1316.0	False	1455.0	False	1330.0	False	1249.0	False	1203.0
CP003496.1_prot_D7S_01307_1192	D-xylose transporter subunit XylF	True	206.0	False	720.0	True	875.0	True	753.0	False	818.0	True	778.0	False	761.0
CP003496.1_prot_D7S_01308_1193	xylose isomerase	False	370.0	False	1743.0	False	1892.0	False	1903.0	False	1993.0	False	1977.0	False	1928.0
CP003496.1_prot_D7S_01310_1194	xylulose kinase	False	5.0	False	1882.0	False	1868.0	False	1733.0	False	1500.0	False	1303.0	False	1110.0
CP003496.1_prot_D7S_01312_1195	Rhs element Vgr protein	False	325.0	False	209.0	False	267.0	False	335.0	False	336.0	False	370.0	False	390.0
CP003496.1_prot_D7S_01313_1196	DNA transformation protein TfoX	False	1737.0	False	378.0	False	344.0	False	356.0	False	250.0	False	272.0	False	400.0
CP003496.1_prot_D7S_01314_1197	alternative sigma factor RpoH	False	1257.0	False	783.0	False	522.0	False	434.0	False	480.0	False	529.0	False	613.0
CP003496.1_prot_D7S_01316_1198	RNA polymerase factor sigma-32	False	1682.0	False	194.0	False	148.0	False	133.0	False	134.0	False	99.0	False	108.0
CP003496.1_prot_D7S_01317_1199	UDP-N-acetylenolpyruvoylglucosamine reductase	False	1717.0	False	650.0	False	663.0	False	487.0	False	595.0	False	454.0	False	569.0
CP003496.1_prot_D7S_01318_1200	nitrate/nitrite sensor protein NarQ	False	996.0	False	933.0	False	1125.0	False	1126.0	False	1242.0	True	1131.0	False	1026.0
CP003496.1_prot_D7S_01319_1201	hypothetical protein	False	1354.0	False	751.0	False	787.0	False	805.0	False	792.0	False	765.0	False	840.0
CP003496.1_prot_D7S_01320_1202	NapD protein	False	1978.0	False	110.0	False	80.0	False	78.0	False	89.0	False	71.0	False	98.0
CP003496.1_prot_D7S_01323_1204	quinol dehydrogenase periplasmic component	False	1541.0	False	965.0	False	896.0	False	1004.0	False	964.0	False	728.0	False	831.0
CP003496.1_prot_D7S_01324_1205	ferredoxin-type protein NapH	False	507.0	False	1969.0	False	1911.0	False	1953.0	False	1989.0	False	1926.0	False	1954.0
CP003496.1_prot_D7S_01325_1206	periplasmiC nitrate reductase, diheme cytochrome c subunit	True	253.0	False	691.0	False	678.0	False	674.0	False	664.0	False	796.0	False	446.0
CP003496.1_prot_D7S_01326_1207	cytochrome c-type protein TorC	False	108.0	True	1702.0	True	1625.0	True	1556.0	True	1442.0	False	1432.0	True	1179.0
CP003496.1_prot_D7S_01327_1208	bifunctional glutathionylspermidine synthetase/amidase	False	849.0	False	1438.0	False	1257.0	False	1334.0	False	1652.0	False	1515.0	False	1732.0
CP003496.1_prot_D7S_01328_1209	lipopolysaccharide heptosyltransferase II	False	1935.0	True	159.0	True	159.0	True	185.0	True	110.0	True	56.0	True	114.0
CP003496.1_prot_D7S_01329_1210	filamentation induced by cAMP protein Fic	False	731.0	False	1562.0	False	1438.0	False	1593.0	False	1565.0	False	1345.0	False	1466.0
CP003496.1_prot_D7S_01330_1211	ADP-glyceromanno-heptose 6-epimerase	False	1341.0	False	1170.0	False	1189.0	False	849.0	False	975.0	False	854.0	False	910.0
CP003496.1_prot_D7S_01331_1212	shikimate kinase	True	802.0	False	1324.0	False	1426.0	False	1575.0	True	1691.0	True	1487.0	True	1523.0
CP003496.1_prot_D7S_01332_1213	NAD nucleotidase	True	1613.0	False	465.0	False	324.0	False	418.0	True	492.0	False	355.0	True	567.0
CP003496.1_prot_D7S_01333_1214	hypothetical protein	False	539.5	False	1420.0	False	1383.0	False	1415.0	False	1378.0	False	1521.0	False	1402.0
CP003496.1_prot_D7S_01335_1216	hypothetical protein	False	1564.5	False	588.5	False	692.5	False	633.5	False	652.5	False	818.5	False	743.5
CP003496.1_prot_D7S_01336_1217	FHA domain protein	False	406.5	False	1893.5	False	1922.5	True	1892.5	False	1854.5	False	1884.5	False	1861.5
CP003496.1_prot_D7S_01337_1218	beta-ketoacyl-ACP synthase IV	False	684.0	False	1759.0	False	1749.0	False	1885.0	False	1859.0	False	1701.0	False	1816.0
CP003496.1_prot_D7S_01338_1219	short chain dehydrogenase	False	461.0	False	1932.0	False	1912.0	False	1995.0	False	1997.0	False	1904.0	False	1895.0
CP003496.1_prot_D7S_01339_1220	thioester dehydrase family protein	False	1160.0	False	1061.0	False	1121.0	False	1125.0	False	1101.0	False	1030.0	False	1051.0
CP003496.1_prot_D7S_01340_1221	beta-ketoacyl synthase	False	1375.0	False	984.0	False	1012.0	False	1042.0	False	910.0	False	1092.0	False	1260.0
CP003496.1_prot_D7S_01341_1222	lipoprotein, putative	True	1118.0	False	1130.0	False	1092.0	False	1108.0	False	1270.0	False	1248.0	False	1170.0
CP003496.1_prot_D7S_01343_1224	outer membrane lipoprotein carrier protein LolA	True	992.0	False	1417.0	True	1313.0	False	1315.0	True	1328.0	False	1322.0	True	1444.0
CP003496.1_prot_D7S_01344_1225	conserved thioesterase	False	1888.0	False	254.0	False	225.0	False	276.0	False	395.0	False	279.0	False	243.0
CP003496.1_prot_D7S_01345_1226	glycosyll transferase, family 2	False	1013.0	False	1445.0	False	1491.0	False	1362.0	False	1140.0	False	1414.0	False	1195.0
CP003496.1_prot_D7S_01346_1227	glycosyll transferase, group 2 family protein	False	459.0	False	1929.0	False	1890.0	False	1939.0	False	1903.0	False	1876.0	False	1951.0
CP003496.1_prot_D7S_01347_1228	AMP-binding enzyme family protein	False	400.0	False	1949.0	False	1931.0	False	1979.0	False	1974.0	False	1997.0	False	1696.0
CP003496.1_prot_D7S_01348_1229	integral membrane protein	False	1487.0	False	710.0	False	747.0	False	734.0	False	698.0	False	801.0	False	636.0
CP003496.1_prot_D7S_01349_1230	AMP-binding enzyme	False	1478.0	False	813.0	False	890.0	False	701.0	False	797.0	False	465.0	False	909.0
CP003496.1_prot_D7S_01350_1231	acyl carrier protein	False	1970.0	False	210.0	False	235.0	False	293.0	False	247.0	False	269.0	False	230.0
CP003496.1_prot_D7S_01351_1232	acyl carrier protein	False	1999.0	False	108.0	False	158.0	False	176.0	False	257.0	False	179.0	False	116.0
CP003496.1_prot_D7S_01352_1233	1-acyl-sn-glycerol-3-phosphate acyltransferase	False	527.0	True	1555.0	True	1597.0	False	1579.0	False	1602.0	False	1461.0	False	1757.0
CP003496.1_prot_D7S_01353_1234	hypothetical protein	False	552.0	False	1745.0	False	1775.0	False	1714.0	False	1592.0	False	1683.0	False	1617.0
CP003496.1_prot_D7S_01354_1235	lipoprotein, putative	False	1750.0	False	345.0	False	337.0	False	350.0	False	347.0	False	369.0	False	315.0
CP003496.1_prot_D7S_01355_1236	excinuclease ATPase subunit	True	1663.0	False	455.0	False	467.0	False	495.0	False	431.0	False	464.0	False	428.0
CP003496.1_prot_D7S_01356_1237	HAD-superfamily hydrolase, subfamily IA, variant 1	False	674.0	False	1644.0	False	1755.0	False	1775.0	False	1772.0	False	1758.0	False	1789.0
CP003496.1_prot_D7S_01357_1238	site-specific tyrosine recombinase XerC	False	651.0	False	1415.0	False	1358.0	False	1422.0	False	1324.0	False	1411.0	False	1278.0
CP003496.1_prot_D7S_01358_1239	diaminopimelate epimerase	False	1249.0	False	1255.0	False	1171.0	False	1225.0	False	1215.0	False	1232.0	False	1570.0
CP003496.1_prot_D7S_01359_1240	phosphoribosylglycinamide formyltransferase	False	1252.0	False	946.0	False	930.0	False	857.0	False	786.0	False	821.0	False	836.0
CP003496.1_prot_D7S_01360_1241	phosphoribosylformylglycinamidine cyclo-ligase	True	1833.0	False	490.0	False	516.0	False	380.0	False	478.0	False	377.0	False	392.0
CP003496.1_prot_D7S_01361_1242	lipoprotein, putative	True	1422.0	True	415.0	False	445.0	True	502.0	False	555.0	True	483.0	True	581.0
CP003496.1_prot_D7S_01363_1244	competence protein comEA	True	52.0	False	539.0	False	290.0	False	261.0	False	199.0	False	254.0	False	194.0
CP003496.1_prot_D7S_01364_1245	aspartate-semialdehyde dehydrogenase	True	518.0	False	1899.0	False	1714.0	False	1735.0	False	1651.0	True	1883.0	True	1665.0
CP003496.1_prot_D7S_01365_1246	Cof protein	False	861.0	True	1895.0	False	1891.0	False	1895.0	False	1952.0	False	1935.0	False	1875.0
CP003496.1_prot_D7S_01366_1247	protein GntX	False	442.0	False	1491.0	False	1514.0	False	1354.0	False	1468.0	False	1570.0	False	1240.0
CP003496.1_prot_D7S_01367_1248	IscR-regulated protein YhgI	False	1661.0	False	709.0	False	728.0	False	812.0	False	899.0	False	699.0	False	612.0
CP003496.1_prot_D7S_01369_1250	branched-chain amino acid transport system II carrier protein	False	418.0	False	1962.0	False	1935.0	False	1918.0	False	1837.0	False	1919.0	False	1950.0
CP003496.1_prot_D7S_01370_1251	CTP synthase	False	1147.0	False	819.0	False	800.0	False	872.0	False	1100.0	False	1024.0	False	916.0
CP003496.1_prot_D7S_01371_1252	glycyl-tRNA synthetase beta subunit	False	1988.0	False	29.0	False	29.0	False	37.0	False	40.0	False	44.0	True	41.0
CP003496.1_prot_D7S_01372_1253	ATPase family protein	False	1462.0	False	207.0	False	330.0	False	406.0	False	388.0	False	250.0	False	197.0
CP003496.1_prot_D7S_01374_1255	putative cytosolic protein	False	1679.0	False	338.0	False	376.0	False	343.0	False	376.0	False	489.0	False	560.0
CP003496.1_prot_D7S_01375_1256	putative cytosolic protein	False	1822.0	False	222.0	False	204.0	False	181.0	False	219.0	False	189.0	False	188.0
CP003496.1_prot_D7S_01376_1257	glycyl-tRNA synthetase subunit beta	False	1914.0	False	244.0	False	332.0	False	389.0	False	312.0	False	439.0	False	421.0
