	Description	Ori_CR (Pr)	Rec_CR (Pr)	Ori_RBP (Pr)	Rec_RBP (Pr)	Orignial_rank	Rec_rank	SignalP_nonfused	SignalP_fused	MS_nonfused	MS_fused	Secretion_nonfused	Secretion_fused
CP003496.1_prot_D7S_01319_1201	hypothetical protein	0.591219637721944	0.5919692910460315	0.0	0.5479890198881849	998.0	749.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01320_1202	NapD protein	0.9849433246582479	0.9849766944791681	0.0	0.7334612767657502	288.0	100.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01323_1204	quinol dehydrogenase periplasmic component	0.7011012721647659	0.7026758588625325	0.0	0.06717311816023244	784.0	1399.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01324_1205	ferredoxin-type protein NapH	0.08206782053095815	0.08265107753931142	0.0	0.1400845112098008	1857.0	1960.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01325_1206	periplasmiC nitrate reductase, diheme cytochrome c subunit	0.6897264538720391	0.687061577343566	0.5	0.471423337406391	186.0	716.0	True	False	False	False	True	False
CP003496.1_prot_D7S_01326_1207	cytochrome c-type protein TorC	0.0949278111731194	0.09609073465980891	0.5	0.7766617588850114	993.0	1215.0	False	True	False	False	False	True
CP003496.1_prot_D7S_01327_1208	bifunctional glutathionylspermidine synthetase/amidase	0.29230521727334746	0.29046388150093483	0.0	0.605178829789553	1515.0	1174.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01328_1209	lipopolysaccharide heptosyltransferase II	0.9553212379293886	0.9569279084333299	0.0	0.5521419670197742	336.0	273.0	False	True	False	True	False	True
CP003496.1_prot_D7S_01329_1210	filamentation induced by cAMP protein Fic	0.2180710551947705	0.2255482213364257	0.0	0.43281370398646335	1633.0	1538.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01330_1211	ADP-glyceromanno-heptose 6-epimerase	0.5842388116608013	0.5815534674539139	0.0	0.5194798595986228	1011.0	837.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01331_1212	shikimate kinase	0.25862813138887364	0.2576110932036319	0.0	0.3565302446299428	1562.0	1602.0	True	False	True	False	True	False
CP003496.1_prot_D7S_01332_1213	NAD nucleotidase	0.741338495481281	0.7397295333076144	0.0	0.679244240747194	704.0	351.0	True	False	True	False	True	False
CP003496.1_prot_D7S_01333_1214	hypothetical protein	0.10407783497509389	0.10557300326549203	0.0	0.8722686718623562	1824.5	1041.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01335_1216	hypothetical protein	0.714422551546339	0.7178389031561264	0.0	0.45505676306582404	759.5	686.5	False	False	False	False	False	False
CP003496.1_prot_D7S_01336_1217	FHA domain protein	0.026026077299114662	0.025921420748666678	0.0	0.4303239700777285	1957.5	1782.5	False	False	False	True	False	True
CP003496.1_prot_D7S_01337_1218	beta-ketoacyl-ACP synthase IV	0.18380276188584	0.18081101537267502	0.0	0.08395357324646871	1680.0	1948.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01338_1219	short chain dehydrogenase	0.05238912782162044	0.05228963747879144	0.0	0.0332775955597701	1903.0	1995.0	False	False	False	True	False	True
CP003496.1_prot_D7S_01339_1220	thioester dehydrase family protein	0.4674317724474771	0.46565136232887033	0.0	0.4501492552062692	1204.0	1141.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01340_1221	beta-ketoacyl synthase	0.6032630233200234	0.6053257964816718	0.0	0.19429448747149647	972.0	1351.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01341_1222	lipoprotein, putative	0.4412836118957871	0.44057313428092953	0.0	0.5238640857612865	1246.0	1067.0	True	False	False	False	True	False
CP003496.1_prot_D7S_01343_1224	outer membrane lipoprotein carrier protein LolA	0.3613043784590697	0.3591957236585613	0.0	0.42533368663866766	1372.0	1374.0	True	True	False	False	True	True
CP003496.1_prot_D7S_01344_1225	conserved thioesterase	0.9273756890370826	0.9259600291192732	0.0	0.46622655176130695	389.0	393.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01345_1226	glycosyll transferase, family 2	0.37134746358476434	0.36578284027319474	0.0	0.3329115974661086	1351.0	1486.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01346_1227	glycosyll transferase, group 2 family protein	0.04979073862296376	0.049295254449076106	0.0	0.25024208767420025	1905.0	1925.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01347_1228	AMP-binding enzyme family protein	0.023591948766830014	0.02359252204625362	0.0	0.15489170672573613	1964.0	1976.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01348_1229	integral membrane protein	0.666446181164317	0.6682358681989773	0.0	0.44088711216124743	846.0	827.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01349_1230	AMP-binding enzyme	0.6624859186028529	0.6622185265577296	0.0	0.5055038311667792	856.0	698.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01350_1231	acyl carrier protein	0.9798134260533258	0.9789157058114589	0.0	0.2764076413545043	297.0	557.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01351_1232	acyl carrier protein	0.9977940617764058	0.9976848650983744	0.0	0.46454955268554327	264.0	308.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01352_1233	1-acyl-sn-glycerol-3-phosphate acyltransferase	0.09313502310770165	0.0934800627196826	0.0	0.7588340515819612	1837.0	1254.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01353_1234	hypothetical protein	0.11206709713975462	0.11092203410061517	0.0	0.5491697361810428	1812.0	1536.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01354_1235	lipoprotein, putative	0.8360207783984446	0.8359869980103656	0.0	0.5724413851501435	542.0	367.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01355_1236	excinuclease ATPase subunit	0.7736953881352158	0.7738574810180388	0.0	0.48775551961763064	648.0	547.0	True	False	True	False	True	False
CP003496.1_prot_D7S_01356_1237	HAD-superfamily hydrolase, subfamily IA, variant 1	0.17593808455655935	0.17583051404785366	0.0	0.2512469994721532	1690.0	1816.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01357_1238	site-specific tyrosine recombinase XerC	0.16506644957378647	0.16661218498441707	0.0	0.7662910899825659	1713.0	1117.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01358_1239	diaminopimelate epimerase	0.5167607891105386	0.5187003407131836	0.0	0.1532968612938145	1115.0	1521.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01359_1240	phosphoribosylglycinamide formyltransferase	0.5181136200152383	0.5193162827971393	0.0	0.650572153456288	1112.0	693.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01360_1241	phosphoribosylformylglycinamidine cyclo-ligase	0.888902534904289	0.8906553623358522	0.0	0.37176607526751804	452.0	545.0	False	False	True	False	True	False
CP003496.1_prot_D7S_01361_1242	lipoprotein, putative	0.6285856727862822	0.6310510575434349	0.0	0.8087842691117911	918.0	335.0	True	True	False	True	True	True
CP003496.1_prot_D7S_01363_1244	competence protein comEA	0.5728800552446984	0.5725250721193518	1.0	0.9784617166372538	43.0	236.0	True	False	False	False	True	False
CP003496.1_prot_D7S_01364_1245	aspartate-semialdehyde dehydrogenase	0.08829047224870903	0.0904374991324107	0.0	0.5616254328170913	1846.0	1551.0	False	False	True	True	True	True
CP003496.1_prot_D7S_01365_1246	Cof protein	0.2973846523131863	0.29859313738091636	0.0	0.005515397059178931	1503.0	1923.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01366_1247	protein GntX	0.042158852820786144	0.042879967199898346	0.0	0.9435838365858354	1922.0	1030.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01367_1248	IscR-regulated protein YhgI	0.7721179400585245	0.7745455590109448	0.0	0.09465855674151816	650.0	1221.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01369_1250	branched-chain amino acid transport system II carrier protein	0.03149713246614128	0.030581156874838634	0.0	0.38063991847642353	1946.0	1832.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01370_1251	CTP synthase	0.45957190584962193	0.4619672447336726	0.0	0.7617500755844882	1217.0	599.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01371_1252	glycyl-tRNA synthetase beta subunit	0.9922071573965898	0.9923212820960279	0.0	0.8575421105345106	276.0	32.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01372_1253	ATPase family protein	0.6549321086007949	0.657968721016176	0.0	0.8516824961392259	872.0	271.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01374_1255	putative cytosolic protein	0.7869481531495228	0.7854053648496202	0.0	0.6977747866753857	630.0	292.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01375_1256	putative cytosolic protein	0.8826631907250237	0.882334132211612	0.0	0.7381669068818886	463.0	181.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01376_1257	glycyl-tRNA synthetase subunit beta	0.9405001182353583	0.9400426181652803	0.0	0.2276658873075778	358.0	699.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01377_1258	glycyl-tRNA synthetase subunit alpha	0.3468297115517049	0.34783263294479494	0.0	0.5925147462620479	1407.0	1101.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01378_1259	ferredoxin	0.43038455149730787	0.43229858918325925	0.0	0.8871897183564867	1265.0	465.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01379_1260	Twin-arginine leader-binding protein DmsD	0.253884720214943	0.24977988749558705	0.0	0.561532430016942	1572.0	1327.0	False	True	False	False	False	True
CP003496.1_prot_D7S_01380_1261	anaerobic dimethyl sulfoxide reductase chain C	0.6060506662570306	0.6070459227435765	0.0	0.3289771487348309	964.0	1111.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01381_1262	anaerobic dimethyl sulfoxide reductase chain B	0.144403699671237	0.14523834063551322	0.0	0.71743822225969	1748.0	1239.0	False	True	False	True	False	True
CP003496.1_prot_D7S_01382_1263	anaerobic dimethyl sulfoxide reductase chain A precursor	0.5291570194292816	0.5325202652366168	0.0	0.23359905705758197	1096.0	1405.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01384_1265	DNA polymerase I	0.7992369066211764	0.7994380961538703	1.0	0.9560230561968013	27.0	70.0	False	False	True	False	True	False
CP003496.1_prot_D7S_01385_1266	outer membrane protein 18/16	0.7675096666729924	0.7701571147302777	0.0	0.4784402869571575	658.0	566.0	True	False	True	False	True	False
CP003496.1_prot_D7S_01386_1267	aspartate-semialdehyde dehydrogenase	0.6367556160944114	0.6371036359693729	0.0	0.6530177229227748	902.0	510.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01387_1268	ATP-dependent DNA helicase Rep	0.2082630339900911	0.21514254840591576	0.0	0.7367215416271449	1648.0	1087.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01391_1269	S-ribosylhomocysteinase	0.9518709890777174	0.9517047918518183	0.5	0.8205977207484684	74.0	63.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01392_1270	phosphatase YqaB	0.4314487841705718	0.4293176433405693	0.0	0.2689766664404988	1262.0	1487.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01393_1271	WbbJ protein	0.4484911493475815	0.44654663606323064	0.0	0.5856258702379089	1229.0	953.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01394_1272	glucose-inhibited division protein B	0.4929388929467716	0.4931580898012563	0.0	0.19694369781055968	1156.0	1499.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01395_1273	S-ribosylhomocysteinase LuxS	0.4065445873398638	0.4092431843367741	0.0	0.27779070361024205	1299.0	1502.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01396_1274	hypothetical protein	0.4224055490234226	0.4269094968887586	0.0	0.4962687372587378	1274.0	1132.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01397_1275	putative FHA domain protein	0.14394745708557713	0.14254226747228077	0.0	0.6588278612156184	1751.0	1349.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01398_1276	hypothetical protein	0.06504558437928638	0.06498326967131278	0.0	0.6077518957813052	1887.0	1520.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01399_1277	WD-40 repeat containing protein, putative	0.9348998069476898	0.9361186127277172	0.0	0.1171146564791725	369.0	917.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01400_1278	Transposase	0.7734219098265411	0.7727041039922394	0.5	0.7857502394631288	148.0	228.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01401_1279	phospholipase D/Transphosphatidylase	0.8889324712600485	0.8909317270185925	0.5	0.9818148632850792	104.0	23.0	False	False	False	True	False	True
CP003496.1_prot_D7S_01402_1280	Sel1 domain protein repeat-containing protein	0.44960137383894755	0.4481094362685363	0.0	0.02823042679104861	1227.5	1766.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01403_1281	Sel1 domain protein repeat-containing protein	0.15422907464762525	0.15203816704503173	0.0	0.34047845307383945	1731.0	1750.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01405_1283	integrase	0.9279777587748848	0.9280934217279924	0.5	0.6991248360382456	85.0	175.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01406_1284	hypothetical protein	0.5263873963019442	0.5285172435231595	0.5	0.8427002261636805	247.0	412.0	False	True	False	True	False	True
CP003496.1_prot_D7S_01407_1285	hypothetical protein	0.5722242307750636	0.5710856451585613	0.0	0.7244261021760401	1025.0	496.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01408_1286	hypothetical protein	0.8924829987657376	0.8926751723733252	0.0	0.682361937019582	444.0	209.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01409_1287	putative phage P4 Ash-like protein	0.14092445696003303	0.14225012753825533	0.5	0.45666046165824414	896.0	1621.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01410_1288	hypothetical protein	0.34548711782077507	0.35058748437915566	0.0	0.506151703832447	1412.0	1246.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01412_1290	hypothetical protein	0.8428957951288911	0.8426501696738863	0.5	0.820688629846051	118.0	141.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01413_1291	putative anti-repressor protein	0.14396254580394982	0.1441092500453723	0.0	0.638678013461389	1750.0	1378.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01414_1292	hypothetical protein	0.9909821719238692	0.9907965638908272	0.0	0.595379945554716	277.0	204.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01415_1293	hypothetical protein	0.8584271025043924	0.8590284106446934	1.0	0.7883676104706255	21.0	150.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01416_1294	hypothetical protein	0.6856974282749017	0.6876113171254933	0.0	0.5104554764664309	812.0	644.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01417_1295	hypothetical protein	0.7952101717144019	0.7928730000190183	0.5	0.5748348516726576	139.0	416.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01418_1296	hypothetical protein	0.8986332413908626	0.8990173985591726	1.0	0.5815347679321463	14.0	296.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01419_1297	transcriptional regulator, AlpA family	0.5984508979427701	0.598068060368147	1.0	0.8464993924405718	40.0	326.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01420_1298	hypothetical protein	0.12230462172375588	0.11955723064931917	0.5	0.3742375554594579	932.0	1749.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01421_1299	hypothetical protein	0.20311502466880937	0.20250483384604265	0.0	0.3342462490252667	1653.0	1689.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01422_1300	integrase	0.08840154198961526	0.08722083165248838	0.0	0.7346592790795414	1845.0	1318.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01423_1301	putative lipoprotein	0.6069465338562563	0.6058975014243612	0.5	0.7001833433948014	219.0	479.0	True	False	False	False	True	False
CP003496.1_prot_D7S_01425_1303	MarC family integral membrane protein	0.7779754416613596	0.7775123825105673	0.0	0.25649066100209944	643.0	947.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01426_1304	ABC transporter ATP-binding protein	0.7234780094743056	0.7215060908430929	0.0	0.5400375685531903	744.0	548.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01427_1305	protein RecA	0.8909810804603508	0.8934155476328903	0.0	0.6591745592753084	448.0	234.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01428_1306	regulatory protein RecX	0.6466756441604589	0.6455149919533225	0.0	0.39933081267263226	884.0	934.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01429_1307	endoribonuclease L-PSP, putative	0.9807104554238917	0.9809431731359805	1.0	0.8883419625733388	4.0	26.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01430_1308	transketolase	0.9712708522937358	0.9719295653509192	0.0	0.22264002824317125	314.0	652.0	False	False	True	False	True	False
CP003496.1_prot_D7S_01431_1309	transaldolase	0.36566156882219747	0.36393121650263205	0.0	0.5139723856873206	1366.0	1203.0	False	False	True	False	True	False
CP003496.1_prot_D7S_01438_1310	Transposase for insertion sequence element ISApl1	0.508911293462149	0.511829087198121	1.0	0.9809374296243548	51.0	285.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01441_1311	Tra5 protein	0.429113257147672	0.43409070006908645	0.5	0.7428623596416151	382.0	677.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01443_1312	transposase	0.8142675016983217	0.8147392828677578	0.5	0.9322423704190618	127.0	78.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01444_1313	Flp pilus assembly protein TadG	0.9616695151448834	0.9613225795870601	0.5	0.9153987430946576	70.0	20.0	False	False	True	False	True	False
CP003496.1_prot_D7S_01445_1314	Flp pilus assembly protein TadF	0.6190930283464076	0.6212325861913895	0.0	0.5025786779439689	936.0	786.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01446_1315	Flp pilus assembly protein TadE	0.7080450857681423	0.7104829492442111	0.0	0.6862442016752504	773.0	384.0	False	False	True	False	True	False
CP003496.1_prot_D7S_01447_1316	Flp pilus assembly protein TadD	0.09470043051171537	0.09496237714501339	0.0	0.6085305448854319	1835.0	1482.0	True	True	True	True	True	True
CP003496.1_prot_D7S_01448_1317	Flp pilus assembly protein TadC	0.7899769048429783	0.7931632246884193	0.0	0.2695375847330585	622.0	902.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01449_1318	Flp pilus assembly protein TadB	0.08862063132765115	0.08926627263044717	0.0	0.24120174086737617	1844.0	1898.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01450_1319	pilus assembly protein CpaF	0.02787889811255672	0.027180021022294314	0.0	0.48538256344628095	1953.0	1723.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01451_1320	flp operon protein D	0.7358951015243766	0.7367072965022776	0.0	0.5893288385511077	716.0	461.0	False	False	True	False	True	False
CP003496.1_prot_D7S_01452_1321	RcpB protein	0.7031267556323013	0.7052655485979559	0.0	0.4098267137661647	779.0	805.0	True	False	False	False	True	False
CP003496.1_prot_D7S_01453_1322	type II/IV secretion system secretin RcpA/CpaC	0.03302671633869694	0.032712560824751276	0.0	0.49174553657313	1943.0	1713.0	True	False	True	False	True	False
CP003496.1_prot_D7S_01454_1323	flp operon protein C	0.3821192599856956	0.3819241514510516	0.0	0.564066721920782	1325.0	1096.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01455_1324	flp operon protein B	0.834750146164648	0.8335510281890326	0.0	0.4482777155702364	547.0	519.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01457_1326	fimbrial protein Flp precursor	0.7092943024190848	0.7063615958884566	0.0	0.573266912446068	771.0	523.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01458_1327	ATPase PhoH	0.681499437136792	0.6842549625988448	0.0	0.4070835048661049	821.0	858.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01459_1328	putative metalloprotease in flp 5' region	0.7386486059025057	0.7355210297662138	0.5	0.4247505427121845	158.0	709.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01461_1330	lipoprotein, putative	0.037006755073575814	0.03749915533534831	0.5	0.8253680543231365	1086.0	1236.0	True	False	False	False	True	False
CP003496.1_prot_D7S_01462_1331	acetyltransferase	0.2684423625373351	0.2672788748457739	1.0	0.9847318828870258	150.0	563.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01463_1332	hypothetical protein	0.7882629854743197	0.7878212387322406	0.5	0.7763434708301818	143.0	221.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01464_1333	transposase, IS4 family protein	0.26247837371279625	0.26430144405666745	0.0	0.6272387225059213	1554.0	1183.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01466_1335	phosphoheptose isomerase	0.1562480123475033	0.15643764437905372	0.0	0.6667477046194104	1729.0	1315.0	False	False	True	False	True	False
CP003496.1_prot_D7S_01467_1336	glutamine transport ATP-binding protein GlnQ	0.20959808381191183	0.209186021374555	0.0	0.3376074789249942	1644.0	1678.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01468_1337	arginine-binding periplasmic protein 1	0.27095063262014263	0.26790741944966134	0.0	0.484898184695871	1544.0	1423.0	True	True	True	False	True	True
CP003496.1_prot_D7S_01469_1338	histidine transport system permease protein HisQ	0.335161046379164	0.3338562808412184	0.0	0.5180126012583927	1434.0	1256.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01470_1339	arginine transport system permease protein	0.034990362114611075	0.03490139964892091	0.0	0.5542437746154393	1941.0	1637.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01471_1340	transaldolase B	0.9420951235118974	0.9406288239385527	0.0	0.306765061354331	355.0	568.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01472_1341	MraZ protein	0.06366193033420034	0.06343665205761646	0.5	0.49826138229786326	1036.0	1666.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01473_1342	S-adenosyl-methyltransferase MraW	0.320049284264289	0.31689824214128937	0.0	0.19247375959082966	1467.0	1733.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01474_1343	cell division protein FtsL	0.817044827206152	0.816858710651763	0.0	0.5159778170420772	573.0	459.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01475_1344	peptidoglycan synthetase FtsI	0.7105018614177311	0.7111804267443268	0.0	0.38908523307259196	769.0	839.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01476_1345	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase	0.18715816666555088	0.18748035915932262	0.0	0.11108391659410122	1673.0	1926.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01477_1346	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	0.01404981629138422	0.014213859777898514	0.0	0.09371690107307247	1981.0	1990.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01478_1347	phospho-N-acetylmuramoyl-pentapeptide-transferase	0.3046820916816718	0.30680955898010587	0.0	0.15667518725974772	1493.0	1779.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01479_1348	UDP-N-acetylmuramoylalanine--D-glutamate ligase	0.04591767164166341	0.045457253357668904	0.0	0.1484238875034529	1913.0	1974.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01480_1349	cell division protein FtsW	0.10851127646356386	0.10966009511012852	0.0	0.4598296023860493	1816.0	1656.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01481_1350	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	0.857613551804153	0.8601421400973421	0.0	0.14227599701303487	502.0	1009.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01482_1351	UDP-N-acetylmuramate--alanine ligase	0.1375208038804321	0.13772040180498538	0.0	0.2587090403994313	1763.0	1846.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01484_1352	D-alanine--D-alanine ligase B	0.9956170991559609	0.9958772775444151	0.0	0.1133689560796349	265.0	826.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01485_1353	cell division protein FtsA	0.029409312784744995	0.029497353320777873	1.0	0.7525327145364031	245.0	1380.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01486_1354	cell division protein FtsZ	0.29648804304489684	0.29593598789174	0.5	0.5078862068936535	612.0	1345.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01487_1355	UDP-3-O-acyl N-acetylglucosamine deacetylase	0.32772554830984385	0.3271262632209674	0.0	0.06562488917209998	1454.0	1851.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01488_1356	P-protein	0.04714532461649069	0.04668313490344177	0.0	0.24198508249533607	1911.0	1936.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01489_1357	heat shock protein 90	0.6002399648353941	0.5964965427625697	0.0	0.9332955311938776	982.0	254.0	False	False	True	False	True	False
CP003496.1_prot_D7S_01490_1358	succinyl-diaminopimelate desuccinylase	0.755767153840049	0.754291823979782	0.0	0.5126362732485203	675.0	539.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01491_1359	succinyl-diaminopimelate desuccinylase	0.5197769316680418	0.5236325229781422	0.0	0.3684819468158045	1110.0	1182.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01492_1360	bifunctional aspartokinase I/homoserine dehydrogenase I	0.14179739255816262	0.13993778360596282	0.0	0.3912418756663328	1753.0	1702.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01493_1361	adp-ribose pyrophosphatase	0.5350085042833173	0.5297061102972264	0.0	0.5976357412737929	1088.0	771.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01494_1362	cyclic 3',5'-adenosine monophosphate phosphodiesterase	0.5860671160427013	0.5885710190334228	0.0	0.6798489666502121	1006.0	538.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01495_1363	hypothetical protein	0.5785538383583084	0.582156172709243	0.0	0.703080785746811	1020.0	515.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01496_1364	hypothetical protein	0.3666808367498072	0.36795374100154793	0.0	0.4425564772052051	1362.0	1328.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01497_1365	ExsB protein	0.07717282178099501	0.0772172304065031	0.0	0.2660659660674183	1862.0	1888.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01498_1366	putative AAA+ superfamily ATPase	0.6066829736074121	0.6089981394700874	0.0	0.5572541280765115	960.0	703.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01499_1367	alcohol dehydrogenase	0.5393099842167653	0.5401544301541812	0.0	0.1880618612840593	1084.0	1447.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01500_1368	N6-adenine-specific DNA methytransferase	0.9982428281230918	0.9982052849077095	1.0	0.9746904747941373	1.0	2.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01501_1369	fumarate reductase subunit D	0.4992503271202434	0.5012242906015772	0.0	0.7450773797751762	1144.0	571.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01502_1370	fumarate reductase subunit C	0.8969341838264846	0.8992546788540553	0.0	0.6527851363656676	435.0	235.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01503_1371	fumarate reductase iron-sulfur subunit	0.3742420498686099	0.37551974217831563	0.0	0.7847088157315227	1340.0	710.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01504_1372	fumarate reductase, flavoprotein subunit	0.9349624092103762	0.9367361078540936	0.0	0.8370738945931788	368.0	62.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01505_1373	lysyl-tRNA synthetase	0.3344039520954848	0.3294477309184791	0.0	0.8799983697691314	1439.0	624.0	False	False	False	True	False	True
CP003496.1_prot_D7S_01506_1374	iron-dicitrate transporter ATP-binding subunit	0.2646507770259463	0.26242235866562336	0.0	0.02396128909249406	1552.0	1937.0	False	False	False	False	False	False
CP003496.1_prot_D7S_01508_1375	iron-dicitrate transporter subunit FecD	0.40034595206396156	0.39943582073682576	0.0	0.04129402379453633	1309.0	1801.0	False	False	False	False	False	False
